"entry_type","entry_type_2_TEXT","entry_type_3_TEXT","notes_correction","notes_update","event_description","type","type_15_TEXT","type_quarantine","type_quarantine_4_TEXT","type_quarantine_5_TEXT","type_num_quarantine_days","type_ext_restrict","type_num_mass_gathering","type_schools","type_business","type_business_6_TEXT","type_health_resource","type_num_masks","type_num_ventilators","type_num_ppe","type_num_hand_sanit","type_num_test_kits","type_other_health_materials","type_num_hospitals","type_num_quaranCen","type_num_medCen","type_num_pubTest","type_num_research","type_other_health_infra","type_num_doctors","type_num_nurses","type_num_volunt","type_other_health_staff","type_other","init_country","init_country_level","index_prov","init_city","init_other_level","init_other","target_geog_level","target_country_region","target_country_197_TEXT","target_region_14_TEXT","target_geog_sublevel","target_province","target_city","target_other","target_who_what","target_who_what_10_TEXT","target_direction","travel_mechanism","travel_mechanism_9_TEXT","compliance","compliance_3_TEXT","enforcer","enforcer_7_TEXT","date_announced","date_start","date_end","sources_matrix_1_1","sources_matrix_1_2","sources_matrix_1_3","sources_matrix_1_4","sources_matrix_2_1","sources_matrix_2_2","sources_matrix_2_3","sources_matrix_2_4","sources_matrix_3_1","sources_matrix_3_2","sources_matrix_3_3","sources_matrix_3_4","sources_matrix_4_1","sources_matrix_4_2","sources_matrix_4_3","sources_matrix_4_4","sources_matrix_5_1","sources_matrix_5_2","sources_matrix_5_3","sources_matrix_5_4","sources_matrix_6_1","sources_matrix_6_2","sources_matrix_6_3","sources_matrix_6_4","sources_matrix_7_1","sources_matrix_7_2","sources_matrix_7_3","sources_matrix_7_4","source_file_Id","source_file_Name","source_file_Size","source_file_Type","notes","record_id","ra_check","check","validation","correct_record_match","policy_id"
"New Entry",NA,NA,NA,NA,"On March 13, the Bulgarian Government restricts outbound travels to Iran  Republic of Korea, Spain, Germany, Japan, Switzerland, Denmark,  Sweden, Netherlands, USA, China and Italy.","External Border Restrictions",NA,NA,NA,NA,NA,"Travel History Form (e.g. documents where traveler has recently been)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bulgaria","No, it is at the national level","Bulgaria",NA,NA,NA,"One or more countries, but not all countries","Spain","","","","","","","All Residents (Citizen Residents +Foreign Residents)","","Outbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory with Legal Penalties (Jail Time)",NA,"National Government,Military,Provincial/State Government,Police",NA,"03-13-2020","03-13-2020","04-13-2020","04-03-2020","https://www.bnt.bg/en/a/measures-and-restrictions-after-the-introduction-of-state-of-emergency","Bulgarian National Television","Measures and restrictions after the introduction of state of emergency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2uX2PaxlpN9l6Bl","03.04.2020_Measures and restrictions after the introduction of state of emergency.pdf",740569,"application/pdf",NA,"5588387",NA,0,TRUE,"5588387","5588387"
"New Entry",NA,NA,NA,NA,"On March 13, the Bulgarian Government restricts outbound travels to Iran  Republic of Korea, Spain, Germany, Japan, Switzerland, Denmark,  Sweden, Netherlands, USA, China and Italy.","External Border Restrictions",NA,NA,NA,NA,NA,"Travel History Form (e.g. documents where traveler has recently been)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bulgaria","No, it is at the national level","Bulgaria",NA,NA,NA,"One or more countries, but not all countries","Sweden","","","","","","","All Residents (Citizen Residents +Foreign Residents)","","Outbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory with Legal Penalties (Jail Time)",NA,"National Government,Military,Provincial/State Government,Police",NA,"03-13-2020","03-13-2020","04-13-2020","04-03-2020","https://www.bnt.bg/en/a/measures-and-restrictions-after-the-introduction-of-state-of-emergency","Bulgarian National Television","Measures and restrictions after the introduction of state of emergency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2uX2PaxlpN9l6Bl","03.04.2020_Measures and restrictions after the introduction of state of emergency.pdf",740569,"application/pdf",NA,"5588387",NA,0,TRUE,"5588387","5588387"
"New Entry",NA,NA,NA,NA,"On March 13, the Bulgarian Government restricts outbound travels to Iran  Republic of Korea, Spain, Germany, Japan, Switzerland, Denmark,  Sweden, Netherlands, USA, China and Italy.","External Border Restrictions",NA,NA,NA,NA,NA,"Travel History Form (e.g. documents where traveler has recently been)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bulgaria","No, it is at the national level","Bulgaria",NA,NA,NA,"One or more countries, but not all countries","Switzerland","","","","","","","All Residents (Citizen Residents +Foreign Residents)","","Outbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory with Legal Penalties (Jail Time)",NA,"National Government,Military,Provincial/State Government,Police",NA,"03-13-2020","03-13-2020","04-13-2020","04-03-2020","https://www.bnt.bg/en/a/measures-and-restrictions-after-the-introduction-of-state-of-emergency","Bulgarian National Television","Measures and restrictions after the introduction of state of emergency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2uX2PaxlpN9l6Bl","03.04.2020_Measures and restrictions after the introduction of state of emergency.pdf",740569,"application/pdf",NA,"5588387",NA,0,TRUE,"5588387","5588387"
"New Entry",NA,NA,NA,NA,"On March 13, the Bulgarian Government restricts outbound travels to Iran  Republic of Korea, Spain, Germany, Japan, Switzerland, Denmark,  Sweden, Netherlands, USA, China and Italy.","External Border Restrictions",NA,NA,NA,NA,NA,"Travel History Form (e.g. documents where traveler has recently been)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bulgaria","No, it is at the national level","Bulgaria",NA,NA,NA,"One or more countries, but not all countries","United States","","","","","","","All Residents (Citizen Residents +Foreign Residents)","","Outbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory with Legal Penalties (Jail Time)",NA,"National Government,Military,Provincial/State Government,Police",NA,"03-13-2020","03-13-2020","04-13-2020","04-03-2020","https://www.bnt.bg/en/a/measures-and-restrictions-after-the-introduction-of-state-of-emergency","Bulgarian National Television","Measures and restrictions after the introduction of state of emergency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2uX2PaxlpN9l6Bl","03.04.2020_Measures and restrictions after the introduction of state of emergency.pdf",740569,"application/pdf",NA,"5588387",NA,0,TRUE,"5588387","5588387"
"New Entry",NA,NA,NA,NA,"As of 5 March 2020, the Australian Department of Foreign Affairs and Trade will raise the level of the travel advisory for the Republic of Korea to ‘reconsider your need to travel’ (level 3 of 4) up from ‘exercise a high degree of caution’ (level 2). The level of the travel advice will also be raised to ‘do not travel’ to Daegu (level 4 of 4) because of the significant outbreak of COVID-19 there.","Other Policy Not Listed Above","Travel Advisory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Travel Advice for travellers - not mandatory","Australia","No, it is at the national level","Australia",NA,NA,NA,"","","","","","","","","","","",NA,NA,"Voluntary/Recommended but No Penalties",NA,"National Government,Other (Please specify in the text box)","Australian Department of Foreign Affairs and Trade","03-05-2020","03-05-2020",NA,"03-05-2020","https://www.pm.gov.au/media/update-novel-coronavirus-covid-19-australia-0","Prime Minister of Australia","Update on Novel Coronavirus (COVID-19) in Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3HhHnAYu3dczc0m","04-03-2020_Update on Novel Coronavirus (COVID-19) in Australia_South Korea.pdf",56156,"application/pdf",NA,"5834093",NA,0,TRUE,"5834093","5834093"
"New Entry",NA,NA,NA,NA,"Samoa closes all schools until further notice after March 20.","Closure of Schools",NA,NA,NA,NA,NA,NA,NA,"Preschool or childcare facilities (generally for children ages 5 and below),Primary Schools (generally for children ages 10 and below),Secondary Schools (generally for children ages 10 to 18),Higher education (i.e. degree granting institutions)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Samoa","No, it is at the national level","Samoa",NA,NA,NA,"","","","","","","","","","","",NA,NA,"Mandatory (Unspecified/Implied)",NA,"National Government",NA,"03-20-2020","03-21-2020",NA,"04-03-2020","http://www.samoagovt.ws/2020/03/state-of-emergency-declared/","The National Government of the Independent State of Samoa","STATE OF EMERGENCY DECLARED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_1251x5TpFXzUT7z","04-03-2020_STATE OF EMERGENCY DECLARED – Government of Samoa.pdf",260250,"application/pdf",NA,"1603220",NA,0,TRUE,"1603220","1603220"
"New Entry",NA,NA,NA,NA,"Arizona, United States","Health Resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unspecified Health Materials,Unspecified Health Infrastructure,Unspecified Health Staff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States","Yes, it is at the province/state level","United States4",NA,NA,NA,"A geographical or administrative unit within a country","United States","","","One or more provinces within a country","Arizona","","","Health Staff","","Inbound","Not Applicable",NA,"Mandatory (Unspecified/Implied)",NA,"Ministry/Department of Health,Provincial/State Government",NA,"03-25-2020","03-25-2020",NA,"04-03-2020","https://azgovernor.gov/governor/news/2020/03/governor-ducey-signs-legislation-increase-resources-arizona-hospitals","Office of Govenor Doug Ducey","Governor Ducey Signs Legislation To Increase Resources For Arizona Hospitals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2Cyuq9wdMdiJ1UA","432020HospitalFinanceazgovernor_gov.pdf",91225,"application/pdf",NA,"3797077",NA,0,TRUE,"3797077","3797077"
"New Entry",NA,NA,NA,NA,"On Feb. 24 Taiwan CECC raises travel notice level for South Korea to Level 3: Warning, advises against all non-essential travel.","External Border Restrictions",NA,NA,NA,NA,NA,"None of the above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taiwan","No, it is at the national level","Taiwan",NA,NA,NA,"One or more countries, but not all countries","Andorra","","","","","","","All (Travelers + Residents)","","Outbound","All kinds of transport (all below except visa restrictions)",NA,"Voluntary/Recommended but No Penalties",NA,"National Government,Ministry/Department of Health",NA,"02-24-2020","02-24-2020",NA,"04-03-2020","https://www.cdc.gov.tw/En/Bulletin/Detail/VzLSC-IamdWaXhm0--MLOA?typeid=158","Taiwan CDC","CECC raises travel notice level for South Korea to Level 3: Warning, advises against all non-essential travel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2wR0RXQHzB99Lsu","04-03-2020_CECC raises travel notice level for South Korea to Level 3- Warning, advises against all non-essential travel.pdf",63224,"application/pdf",NA,"6007875",NA,0,TRUE,"6007875","6007875"
"New Entry",NA,NA,NA,NA,"On Feb. 24 Taiwan CECC raises travel notice level for South Korea to Level 3: Warning, advises against all non-essential travel.","External Border Restrictions",NA,NA,NA,NA,NA,"None of the above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taiwan","No, it is at the national level","Taiwan",NA,NA,NA,"One or more countries, but not all countries","South Korea","","","","","","","All (Travelers + Residents)","","Outbound","All kinds of transport (all below except visa restrictions)",NA,"Voluntary/Recommended but No Penalties",NA,"National Government,Ministry/Department of Health",NA,"02-24-2020","02-24-2020",NA,"04-03-2020","https://www.cdc.gov.tw/En/Bulletin/Detail/VzLSC-IamdWaXhm0--MLOA?typeid=158","Taiwan CDC","CECC raises travel notice level for South Korea to Level 3: Warning, advises against all non-essential travel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2wR0RXQHzB99Lsu","04-03-2020_CECC raises travel notice level for South Korea to Level 3- Warning, advises against all non-essential travel.pdf",63224,"application/pdf",NA,"6007875",NA,0,TRUE,"6007875","6007875"
"New Entry",NA,NA,NA,NA,"Ethiopia has established an economic sub-committee to evaluate the impact of the Corona Virus, particularly on vulnerable communities, on March 20.","New Task Force or Bureau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","No, it is at the national level","Ethiopia",NA,NA,NA,"","","","","","","","","","","",NA,NA,NA,NA,"National Government",NA,"03-20-2020","03-20-2020",NA,"03-20-2020","https://twitter.com/PMEthiopia/status/1241039238986072064/photo/3","Twitter (@PMEthiopia)","Press release",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3n3RvNNECym2tH3","04-03-2020_Press release.pdf",409370,"application/pdf",NA,"14414",NA,0,TRUE,"14414","14414"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Afghanistan","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Albania","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Algeria","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Andorra","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Angola","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Antigua and Barbuda","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
